@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
215,'2024/11/09 12:35:50:849',8,0.70625,0.354167,0.710938,0.34375,0.714063,0.345833,0.715625,0.345833,0.701563,0.34375,0.698438,0.34375,0.695313,0.34375,0.71875,0.352083,0.6875,0.35,0.710938,0.36875,0.7,0.366667,0.735937,0.416667,0.657812,0.410417,0.742188,0.504167,0.635938,0.4875,0.746875,0.570833,0.609375,0.545833,0.748438,0.59375,0.598437,0.5625,0.745313,0.59375,0.6,0.5625,0.742188,0.5875,0.604688,0.558333,0.715625,0.558333,0.66875,0.558333,0.7125,0.68125,0.678125,0.677083,0.709375,0.79375,0.68125,0.777083,0.70625,0.802083,0.68125,0.7875,0.7125,0.83125,0.690625,0.81875,0.434112,0.810697,0.359345,0.779045,0.877306
216,'2024/11/09 12:35:50:891',8,0.70625,0.354167,0.710938,0.345833,0.7125,0.345833,0.715625,0.345833,0.701563,0.34375,0.698438,0.34375,0.695313,0.34375,0.71875,0.352083,0.6875,0.35,0.710938,0.36875,0.698438,0.366667,0.7375,0.416667,0.657812,0.410417,0.742188,0.502083,0.635938,0.4875,0.746875,0.570833,0.609375,0.545833,0.748438,0.59375,0.598437,0.5625,0.745313,0.59375,0.6,0.5625,0.742188,0.5875,0.604688,0.558333,0.715625,0.55625,0.66875,0.558333,0.7125,0.68125,0.678125,0.679167,0.709375,0.789583,0.68125,0.777083,0.707812,0.8,0.682813,0.7875,0.7125,0.827083,0.692187,0.820833,0.434112,0.810697,0.359345,0.779045,0.877306
217,'2024/11/09 12:35:50:932',8,0.70625,0.35625,0.710938,0.345833,0.7125,0.345833,0.715625,0.345833,0.701563,0.345833,0.698438,0.345833,0.695313,0.345833,0.71875,0.352083,0.6875,0.35,0.710938,0.36875,0.698438,0.366667,0.7375,0.416667,0.657812,0.410417,0.74375,0.502083,0.6375,0.4875,0.746875,0.570833,0.6125,0.545833,0.748438,0.59375,0.601563,0.5625,0.745313,0.59375,0.603125,0.5625,0.742188,0.5875,0.60625,0.560417,0.715625,0.55625,0.66875,0.55625,0.7125,0.679167,0.679688,0.677083,0.709375,0.7875,0.682813,0.777083,0.70625,0.797917,0.682813,0.785417,0.7125,0.825,0.692187,0.820833,0.434112,0.810697,0.359345,0.779045,0.877306
218,'2024/11/09 12:35:50:973',8,0.70625,0.35625,0.710938,0.345833,0.7125,0.345833,0.715625,0.345833,0.701563,0.34375,0.698438,0.34375,0.69375,0.34375,0.71875,0.352083,0.6875,0.35,0.710938,0.36875,0.698438,0.366667,0.7375,0.416667,0.657812,0.410417,0.74375,0.502083,0.6375,0.489583,0.746875,0.56875,0.614062,0.545833,0.748438,0.591667,0.603125,0.5625,0.745313,0.591667,0.604688,0.5625,0.742188,0.585417,0.607813,0.558333,0.715625,0.55625,0.66875,0.55625,0.7125,0.677083,0.68125,0.677083,0.709375,0.785417,0.684375,0.777083,0.707812,0.795833,0.684375,0.785417,0.7125,0.822917,0.69375,0.820833,0.434112,0.810697,0.359345,0.779045,0.877306
219,'2024/11/09 12:35:51:017',8,0.70625,0.35625,0.709375,0.345833,0.7125,0.345833,0.714063,0.345833,0.701563,0.34375,0.696875,0.34375,0.69375,0.34375,0.71875,0.352083,0.6875,0.35,0.710938,0.36875,0.698438,0.366667,0.7375,0.416667,0.657812,0.4125,0.74375,0.502083,0.639063,0.489583,0.748438,0.56875,0.614062,0.545833,0.75,0.591667,0.603125,0.5625,0.745313,0.589583,0.604688,0.5625,0.74375,0.585417,0.609375,0.558333,0.715625,0.55625,0.670313,0.55625,0.715625,0.677083,0.68125,0.677083,0.710938,0.783333,0.684375,0.777083,0.709375,0.79375,0.685938,0.785417,0.714063,0.820833,0.695313,0.820833,0.434112,0.810697,0.359345,0.779045,0.877306
220,'2024/11/09 12:35:51:061',8,0.70625,0.354167,0.709375,0.34375,0.7125,0.345833,0.714063,0.345833,0.701563,0.34375,0.696875,0.34375,0.69375,0.34375,0.717188,0.35,0.6875,0.35,0.709375,0.36875,0.698438,0.366667,0.7375,0.416667,0.657812,0.4125,0.74375,0.502083,0.640625,0.489583,0.748438,0.566667,0.615625,0.545833,0.75,0.589583,0.604688,0.5625,0.746875,0.589583,0.604688,0.5625,0.74375,0.585417,0.609375,0.558333,0.717188,0.55625,0.670313,0.55625,0.717188,0.677083,0.682813,0.677083,0.7125,0.783333,0.685938,0.777083,0.710938,0.791667,0.6875,0.785417,0.715625,0.81875,0.695313,0.820833,0.434112,0.810697,0.359345,0.779045,0.877306
221,'2024/11/09 12:35:51:107',8,0.70625,0.354167,0.709375,0.34375,0.7125,0.34375,0.714063,0.345833,0.701563,0.34375,0.696875,0.34375,0.69375,0.34375,0.717188,0.35,0.6875,0.35,0.710938,0.366667,0.698438,0.366667,0.7375,0.416667,0.659375,0.414583,0.74375,0.5,0.640625,0.491667,0.748438,0.566667,0.615625,0.545833,0.75,0.589583,0.604688,0.5625,0.746875,0.589583,0.60625,0.5625,0.74375,0.583333,0.609375,0.558333,0.717188,0.554167,0.671875,0.55625,0.720312,0.675,0.682813,0.677083,0.715625,0.78125,0.685938,0.777083,0.714063,0.789583,0.6875,0.785417,0.717188,0.816667,0.69375,0.814583,0.434112,0.810697,0.359345,0.779045,0.877306
222,'2024/11/09 12:35:51:153',8,0.70625,0.354167,0.710938,0.34375,0.7125,0.34375,0.715625,0.34375,0.701563,0.34375,0.698438,0.34375,0.69375,0.34375,0.71875,0.35,0.689062,0.35,0.710938,0.366667,0.7,0.366667,0.740625,0.416667,0.6625,0.41875,0.75,0.497917,0.64375,0.495833,0.757813,0.560417,0.621875,0.545833,0.759375,0.583333,0.610937,0.5625,0.75625,0.583333,0.610937,0.560417,0.754687,0.577083,0.615625,0.55625,0.720312,0.554167,0.675,0.55625,0.725,0.675,0.682813,0.675,0.725,0.779167,0.6875,0.777083,0.726563,0.7875,0.689062,0.785417,0.729688,0.814583,0.689062,0.810417,0.434112,0.810697,0.359345,0.779045,0.877306
223,'2024/11/09 12:35:51:200',8,0.707812,0.354167,0.710938,0.34375,0.714063,0.34375,0.717188,0.34375,0.701563,0.34375,0.698438,0.34375,0.695313,0.34375,0.720312,0.35,0.689062,0.352083,0.7125,0.366667,0.701563,0.366667,0.74375,0.414583,0.664063,0.422917,0.754687,0.497917,0.646875,0.497917,0.7625,0.558333,0.623438,0.545833,0.765625,0.58125,0.6125,0.560417,0.7625,0.58125,0.614062,0.560417,0.760938,0.575,0.61875,0.55625,0.721875,0.55625,0.676562,0.558333,0.726563,0.675,0.682813,0.675,0.73125,0.779167,0.685938,0.777083,0.732813,0.7875,0.689062,0.785417,0.735937,0.814583,0.684375,0.810417,0.434112,0.810697,0.359345,0.779045,0.877306
224,'2024/11/09 12:35:51:253',8,0.707812,0.354167,0.7125,0.34375,0.715625,0.34375,0.717188,0.34375,0.703125,0.34375,0.7,0.34375,0.696875,0.34375,0.723437,0.35,0.692187,0.35,0.714063,0.366667,0.703125,0.364583,0.748438,0.414583,0.66875,0.420833,0.760938,0.495833,0.651563,0.497917,0.770312,0.55625,0.629687,0.545833,0.773438,0.579167,0.61875,0.560417,0.76875,0.579167,0.620313,0.558333,0.767187,0.572917,0.625,0.55625,0.725,0.55625,0.68125,0.558333,0.729688,0.675,0.682813,0.675,0.734375,0.777083,0.685938,0.775,0.735937,0.785417,0.690625,0.785417,0.740625,0.814583,0.682813,0.808333,0.434112,0.810697,0.359345,0.779045,0.877306
225,'2024/11/09 12:35:51:297',8,0.709375,0.354167,0.7125,0.34375,0.715625,0.34375,0.71875,0.34375,0.703125,0.34375,0.7,0.34375,0.696875,0.34375,0.723437,0.35,0.692187,0.352083,0.714063,0.366667,0.703125,0.364583,0.748438,0.414583,0.670313,0.420833,0.7625,0.495833,0.653125,0.497917,0.770312,0.55625,0.63125,0.545833,0.773438,0.579167,0.620313,0.560417,0.770312,0.579167,0.620313,0.558333,0.76875,0.572917,0.626562,0.55625,0.726563,0.55625,0.68125,0.558333,0.73125,0.672917,0.682813,0.675,0.734375,0.775,0.685938,0.775,0.735937,0.785417,0.690625,0.785417,0.740625,0.810417,0.68125,0.80625,0.434112,0.810697,0.359345,0.779045,0.877306
226,'2024/11/09 12:35:51:339',8,0.710938,0.354167,0.714063,0.34375,0.717188,0.34375,0.720312,0.34375,0.704687,0.34375,0.701563,0.34375,0.698438,0.345833,0.725,0.35,0.69375,0.352083,0.715625,0.366667,0.704687,0.364583,0.75,0.4125,0.671875,0.420833,0.765625,0.49375,0.654688,0.495833,0.773438,0.55625,0.634375,0.545833,0.776563,0.579167,0.623438,0.560417,0.773438,0.579167,0.623438,0.558333,0.770312,0.572917,0.628125,0.55625,0.728125,0.55625,0.682813,0.558333,0.73125,0.672917,0.684375,0.672917,0.735937,0.770833,0.6875,0.772917,0.735937,0.779167,0.692187,0.785417,0.740625,0.80625,0.68125,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
227,'2024/11/09 12:35:51:382',8,0.7125,0.354167,0.715625,0.34375,0.71875,0.34375,0.721875,0.34375,0.70625,0.34375,0.703125,0.34375,0.7,0.345833,0.726563,0.35,0.696875,0.352083,0.717188,0.366667,0.70625,0.366667,0.753125,0.4125,0.675,0.420833,0.767187,0.49375,0.657812,0.495833,0.776563,0.554167,0.635938,0.545833,0.779688,0.577083,0.625,0.560417,0.775,0.577083,0.625,0.558333,0.773438,0.570833,0.63125,0.55625,0.729688,0.55625,0.685938,0.558333,0.732813,0.670833,0.685938,0.672917,0.734375,0.766667,0.689062,0.770833,0.735937,0.775,0.692187,0.783333,0.740625,0.802083,0.68125,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
228,'2024/11/09 12:35:51:424',8,0.714063,0.354167,0.717188,0.34375,0.720312,0.34375,0.723437,0.34375,0.709375,0.34375,0.704687,0.345833,0.701563,0.345833,0.729688,0.35,0.698438,0.354167,0.720312,0.366667,0.709375,0.366667,0.754687,0.4125,0.676562,0.422917,0.770312,0.49375,0.659375,0.497917,0.776563,0.552083,0.6375,0.545833,0.779688,0.575,0.626562,0.560417,0.775,0.575,0.626562,0.558333,0.773438,0.56875,0.632813,0.55625,0.73125,0.55625,0.6875,0.558333,0.734375,0.670833,0.685938,0.670833,0.735937,0.766667,0.6875,0.770833,0.734375,0.775,0.692187,0.783333,0.740625,0.8,0.68125,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
229,'2024/11/09 12:35:51:466',8,0.715625,0.354167,0.71875,0.34375,0.721875,0.34375,0.725,0.34375,0.710938,0.345833,0.707812,0.345833,0.704687,0.345833,0.73125,0.35,0.7,0.354167,0.721875,0.366667,0.710938,0.366667,0.757813,0.4125,0.679688,0.422917,0.773438,0.491667,0.6625,0.497917,0.778125,0.552083,0.642187,0.545833,0.78125,0.575,0.63125,0.560417,0.776563,0.572917,0.63125,0.558333,0.775,0.566667,0.6375,0.55625,0.732813,0.558333,0.689062,0.558333,0.734375,0.670833,0.685938,0.672917,0.734375,0.76875,0.6875,0.772917,0.734375,0.777083,0.692187,0.785417,0.739062,0.8,0.678125,0.80625,0.434112,0.810697,0.359345,0.779045,0.877306
230,'2024/11/09 12:35:51:514',8,0.71875,0.354167,0.723437,0.34375,0.726563,0.34375,0.729688,0.34375,0.715625,0.345833,0.7125,0.345833,0.709375,0.347917,0.7375,0.35,0.707812,0.354167,0.725,0.366667,0.715625,0.366667,0.764063,0.4125,0.6875,0.422917,0.78125,0.49375,0.673437,0.497917,0.784375,0.552083,0.653125,0.547917,0.785937,0.575,0.645312,0.5625,0.779688,0.572917,0.646875,0.5625,0.778125,0.566667,0.65,0.558333,0.7375,0.560417,0.695313,0.558333,0.7375,0.672917,0.689062,0.670833,0.734375,0.76875,0.6875,0.772917,0.734375,0.779167,0.692187,0.785417,0.739062,0.8,0.676562,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
231,'2024/11/09 12:35:51:559',8,0.723437,0.354167,0.728125,0.34375,0.73125,0.34375,0.734375,0.34375,0.71875,0.345833,0.715625,0.345833,0.7125,0.347917,0.739062,0.35,0.710938,0.354167,0.729688,0.366667,0.71875,0.366667,0.767187,0.4125,0.690625,0.422917,0.782812,0.491667,0.678125,0.495833,0.785937,0.552083,0.659375,0.547917,0.789063,0.572917,0.65,0.5625,0.782812,0.572917,0.651563,0.5625,0.78125,0.564583,0.65625,0.558333,0.740625,0.560417,0.696875,0.558333,0.740625,0.672917,0.690625,0.670833,0.7375,0.770833,0.6875,0.772917,0.735937,0.779167,0.692187,0.785417,0.7375,0.802083,0.676562,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
232,'2024/11/09 12:35:51:601',8,0.725,0.354167,0.729688,0.34375,0.732813,0.34375,0.734375,0.34375,0.720312,0.345833,0.717188,0.345833,0.714063,0.347917,0.740625,0.35,0.7125,0.354167,0.73125,0.366667,0.720312,0.366667,0.76875,0.4125,0.692187,0.422917,0.784375,0.491667,0.679688,0.495833,0.7875,0.552083,0.6625,0.547917,0.789063,0.572917,0.653125,0.5625,0.782812,0.570833,0.654688,0.5625,0.78125,0.564583,0.659375,0.558333,0.742188,0.564583,0.698438,0.560417,0.742188,0.675,0.690625,0.675,0.7375,0.770833,0.6875,0.772917,0.7375,0.78125,0.692187,0.785417,0.7375,0.804167,0.676562,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
233,'2024/11/09 12:35:51:648',8,0.726563,0.354167,0.73125,0.34375,0.734375,0.34375,0.7375,0.34375,0.721875,0.345833,0.71875,0.345833,0.715625,0.347917,0.742188,0.35,0.714063,0.354167,0.732813,0.366667,0.721875,0.366667,0.770312,0.4125,0.695313,0.420833,0.785937,0.491667,0.682813,0.495833,0.789063,0.552083,0.664063,0.547917,0.789063,0.572917,0.65625,0.564583,0.782812,0.572917,0.65625,0.5625,0.78125,0.564583,0.660937,0.558333,0.74375,0.564583,0.7,0.560417,0.745313,0.679167,0.690625,0.672917,0.740625,0.770833,0.6875,0.772917,0.740625,0.78125,0.692187,0.785417,0.7375,0.804167,0.673437,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
234,'2024/11/09 12:35:51:688',8,0.728125,0.354167,0.73125,0.34375,0.735937,0.34375,0.739062,0.34375,0.723437,0.345833,0.720312,0.345833,0.717188,0.347917,0.74375,0.35,0.715625,0.354167,0.734375,0.366667,0.723437,0.366667,0.771875,0.4125,0.696875,0.420833,0.784375,0.491667,0.68125,0.495833,0.7875,0.552083,0.664063,0.547917,0.789063,0.572917,0.65625,0.564583,0.782812,0.572917,0.65625,0.5625,0.78125,0.564583,0.660937,0.560417,0.745313,0.564583,0.701563,0.560417,0.746875,0.68125,0.690625,0.672917,0.745313,0.777083,0.6875,0.772917,0.746875,0.791667,0.692187,0.785417,0.748438,0.8125,0.671875,0.804167,0.434112,0.810697,0.359345,0.779045,0.877306
235,'2024/11/09 12:35:51:729',8,0.728125,0.354167,0.732813,0.345833,0.735937,0.345833,0.739062,0.345833,0.723437,0.345833,0.720312,0.345833,0.71875,0.347917,0.745313,0.35,0.717188,0.354167,0.735937,0.366667,0.723437,0.366667,0.773438,0.4125,0.698438,0.41875,0.785937,0.491667,0.682813,0.49375,0.789063,0.552083,0.664063,0.545833,0.789063,0.575,0.65625,0.5625,0.782812,0.572917,0.65625,0.5625,0.78125,0.566667,0.660937,0.558333,0.745313,0.564583,0.701563,0.560417,0.746875,0.68125,0.689062,0.672917,0.748438,0.779167,0.685938,0.772917,0.75,0.79375,0.692187,0.785417,0.746875,0.8125,0.66875,0.802083,0.434112,0.810697,0.359345,0.779045,0.877306
236,'2024/11/09 12:35:51:768',8,0.728125,0.354167,0.732813,0.345833,0.7375,0.345833,0.740625,0.345833,0.725,0.345833,0.721875,0.345833,0.720312,0.347917,0.745313,0.35,0.71875,0.354167,0.735937,0.366667,0.725,0.366667,0.773438,0.4125,0.698438,0.41875,0.785937,0.491667,0.682813,0.491667,0.789063,0.552083,0.664063,0.545833,0.789063,0.575,0.65625,0.5625,0.784375,0.572917,0.65625,0.5625,0.782812,0.566667,0.660937,0.558333,0.745313,0.566667,0.7,0.560417,0.746875,0.68125,0.6875,0.672917,0.748438,0.779167,0.68125,0.76875,0.75,0.79375,0.6875,0.783333,0.746875,0.8125,0.664063,0.797917,0.434112,0.810697,0.359345,0.779045,0.877306
237,'2024/11/09 12:35:51:809',8,0.728125,0.354167,0.734375,0.345833,0.7375,0.345833,0.740625,0.345833,0.725,0.345833,0.721875,0.345833,0.720312,0.347917,0.746875,0.35,0.71875,0.354167,0.735937,0.366667,0.725,0.366667,0.773438,0.4125,0.7,0.416667,0.785937,0.491667,0.682813,0.489583,0.789063,0.552083,0.664063,0.54375,0.790625,0.575,0.65625,0.560417,0.784375,0.572917,0.65625,0.560417,0.782812,0.566667,0.660937,0.55625,0.745313,0.564583,0.7,0.560417,0.746875,0.679167,0.684375,0.670833,0.748438,0.777083,0.678125,0.7625,0.75,0.79375,0.684375,0.777083,0.751562,0.8125,0.660937,0.795833,0.434112,0.810697,0.359345,0.779045,0.877306
238,'2024/11/09 12:35:51:851',8,0.728125,0.354167,0.734375,0.345833,0.7375,0.345833,0.740625,0.345833,0.725,0.345833,0.721875,0.345833,0.720312,0.347917,0.746875,0.35,0.720312,0.354167,0.735937,0.366667,0.725,0.366667,0.775,0.414583,0.7,0.414583,0.785937,0.491667,0.682813,0.489583,0.790625,0.552083,0.664063,0.54375,0.790625,0.575,0.65625,0.560417,0.784375,0.572917,0.65625,0.560417,0.782812,0.566667,0.660937,0.55625,0.74375,0.564583,0.7,0.558333,0.746875,0.679167,0.679688,0.66875,0.748438,0.777083,0.675,0.7625,0.75,0.79375,0.679688,0.775,0.753125,0.8125,0.659375,0.79375,0.434112,0.810697,0.359345,0.779045,0.877306
239,'2024/11/09 12:35:51:891',8,0.728125,0.354167,0.734375,0.345833,0.7375,0.345833,0.740625,0.345833,0.725,0.345833,0.723437,0.345833,0.720312,0.347917,0.746875,0.35,0.720312,0.354167,0.735937,0.366667,0.725,0.366667,0.773438,0.414583,0.7,0.414583,0.784375,0.491667,0.68125,0.489583,0.790625,0.552083,0.664063,0.54375,0.790625,0.575,0.654688,0.560417,0.785937,0.572917,0.654688,0.560417,0.782812,0.566667,0.660937,0.55625,0.74375,0.564583,0.698438,0.55625,0.746875,0.675,0.676562,0.666667,0.748438,0.777083,0.670313,0.760417,0.75,0.79375,0.675,0.775,0.745313,0.80625,0.651563,0.789583,0.434112,0.810697,0.359345,0.779045,0.877306
240,'2024/11/09 12:35:51:935',8,0.728125,0.354167,0.734375,0.345833,0.7375,0.345833,0.740625,0.345833,0.725,0.345833,0.723437,0.345833,0.720312,0.347917,0.746875,0.35,0.720312,0.354167,0.735937,0.366667,0.725,0.366667,0.773438,0.414583,0.698438,0.414583,0.784375,0.491667,0.68125,0.489583,0.789063,0.552083,0.6625,0.54375,0.790625,0.575,0.653125,0.558333,0.784375,0.572917,0.654688,0.558333,0.782812,0.566667,0.659375,0.554167,0.74375,0.564583,0.698438,0.55625,0.746875,0.672917,0.671875,0.666667,0.746875,0.777083,0.664063,0.758333,0.748438,0.791667,0.66875,0.772917,0.74375,0.80625,0.648438,0.7875,0.434112,0.810697,0.359345,0.779045,0.877306
241,'2024/11/09 12:35:51:978',8,0.728125,0.35625,0.732813,0.345833,0.7375,0.345833,0.740625,0.345833,0.725,0.345833,0.723437,0.347917,0.720312,0.347917,0.746875,0.352083,0.720312,0.354167,0.735937,0.36875,0.723437,0.366667,0.770312,0.414583,0.695313,0.414583,0.779688,0.49375,0.675,0.489583,0.785937,0.554167,0.654688,0.541667,0.7875,0.575,0.645312,0.55625,0.782812,0.575,0.645312,0.55625,0.78125,0.56875,0.65,0.554167,0.739062,0.564583,0.69375,0.55625,0.745313,0.670833,0.667188,0.660417,0.74375,0.775,0.653125,0.754167,0.745313,0.789583,0.657812,0.76875,0.748438,0.80625,0.639063,0.785417,0.434112,0.810697,0.359345,0.779045,0.877306
242,'2024/11/09 12:35:52:049',8,0.725,0.358333,0.729688,0.347917,0.732813,0.347917,0.7375,0.347917,0.721875,0.347917,0.71875,0.35,0.717188,0.35,0.74375,0.354167,0.715625,0.35625,0.73125,0.36875,0.721875,0.36875,0.765625,0.416667,0.689062,0.41875,0.775,0.495833,0.66875,0.489583,0.78125,0.55625,0.646875,0.541667,0.784375,0.577083,0.6375,0.55625,0.779688,0.577083,0.6375,0.554167,0.778125,0.572917,0.642187,0.552083,0.734375,0.564583,0.689062,0.558333,0.74375,0.670833,0.665625,0.660417,0.74375,0.775,0.651563,0.752083,0.74375,0.789583,0.657812,0.76875,0.746875,0.804167,0.635938,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
243,'2024/11/09 12:35:52:090',8,0.723437,0.358333,0.728125,0.347917,0.732813,0.347917,0.735937,0.347917,0.720312,0.347917,0.71875,0.35,0.715625,0.35,0.74375,0.354167,0.714063,0.35625,0.73125,0.370833,0.720312,0.36875,0.7625,0.416667,0.6875,0.41875,0.773438,0.495833,0.667188,0.489583,0.779688,0.558333,0.64375,0.539583,0.782812,0.577083,0.634375,0.554167,0.778125,0.577083,0.635938,0.554167,0.776563,0.572917,0.639063,0.552083,0.732813,0.564583,0.6875,0.558333,0.740625,0.666667,0.664063,0.658333,0.740625,0.772917,0.651563,0.752083,0.740625,0.7875,0.657812,0.76875,0.74375,0.804167,0.635938,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
244,'2024/11/09 12:35:52:134',8,0.721875,0.358333,0.726563,0.347917,0.729688,0.347917,0.734375,0.347917,0.71875,0.35,0.715625,0.35,0.7125,0.35,0.742188,0.354167,0.7125,0.35625,0.728125,0.370833,0.71875,0.36875,0.760938,0.41875,0.685938,0.420833,0.770312,0.497917,0.664063,0.489583,0.776563,0.558333,0.642187,0.539583,0.779688,0.577083,0.632813,0.554167,0.776563,0.579167,0.634375,0.554167,0.773438,0.572917,0.6375,0.552083,0.73125,0.564583,0.685938,0.558333,0.739062,0.666667,0.665625,0.658333,0.739062,0.772917,0.653125,0.754167,0.739062,0.7875,0.65625,0.76875,0.740625,0.802083,0.6375,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
245,'2024/11/09 12:35:52:178',8,0.71875,0.358333,0.725,0.347917,0.728125,0.347917,0.73125,0.347917,0.715625,0.35,0.714063,0.35,0.710938,0.35,0.739062,0.354167,0.709375,0.35625,0.725,0.370833,0.715625,0.36875,0.757813,0.41875,0.682813,0.420833,0.767187,0.497917,0.660937,0.491667,0.775,0.558333,0.6375,0.539583,0.778125,0.579167,0.628125,0.554167,0.775,0.579167,0.629687,0.554167,0.773438,0.575,0.632813,0.55,0.729688,0.564583,0.684375,0.558333,0.7375,0.666667,0.664063,0.660417,0.7375,0.772917,0.654688,0.754167,0.7375,0.7875,0.659375,0.770833,0.740625,0.8,0.6375,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
246,'2024/11/09 12:35:52:224',8,0.715625,0.358333,0.720312,0.347917,0.725,0.347917,0.728125,0.347917,0.7125,0.35,0.709375,0.35,0.70625,0.35,0.734375,0.354167,0.704687,0.35625,0.721875,0.370833,0.7125,0.36875,0.754687,0.420833,0.678125,0.422917,0.764063,0.5,0.657812,0.491667,0.771875,0.5625,0.634375,0.539583,0.775,0.58125,0.625,0.554167,0.771875,0.583333,0.626562,0.554167,0.76875,0.579167,0.629687,0.552083,0.726563,0.564583,0.68125,0.558333,0.735937,0.666667,0.664063,0.660417,0.7375,0.770833,0.65625,0.754167,0.735937,0.785417,0.660937,0.770833,0.739062,0.797917,0.6375,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
247,'2024/11/09 12:35:52:270',8,0.714063,0.358333,0.71875,0.347917,0.721875,0.347917,0.725,0.347917,0.709375,0.35,0.70625,0.35,0.703125,0.35,0.73125,0.35625,0.701563,0.35625,0.71875,0.370833,0.709375,0.370833,0.751562,0.420833,0.675,0.422917,0.759375,0.5,0.654688,0.491667,0.767187,0.5625,0.632813,0.539583,0.770312,0.58125,0.621875,0.554167,0.767187,0.583333,0.623438,0.554167,0.764063,0.577083,0.626562,0.55,0.725,0.564583,0.679688,0.558333,0.734375,0.666667,0.664063,0.660417,0.7375,0.770833,0.65625,0.75625,0.7375,0.785417,0.660937,0.772917,0.745313,0.802083,0.6375,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
248,'2024/11/09 12:35:52:317',8,0.7,0.360417,0.70625,0.352083,0.709375,0.352083,0.710938,0.352083,0.696875,0.352083,0.69375,0.352083,0.690625,0.352083,0.717188,0.358333,0.689062,0.358333,0.70625,0.372917,0.695313,0.370833,0.739062,0.422917,0.6625,0.425,0.745313,0.504167,0.64375,0.49375,0.751562,0.5625,0.620313,0.539583,0.754687,0.583333,0.610937,0.554167,0.75,0.583333,0.610937,0.552083,0.748438,0.579167,0.615625,0.55,0.7125,0.5625,0.66875,0.558333,0.728125,0.664583,0.659375,0.660417,0.734375,0.770833,0.65625,0.758333,0.734375,0.785417,0.664063,0.775,0.742188,0.8,0.635938,0.783333,0.434112,0.810697,0.359345,0.779045,0.877306
